,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,egb,115_a_full_arsl,115_a_full_vln,115_a_full_nat,115_a_low_arsl,115_a_low_vln,115_a_low_nat,115_a_med_arsl,115_a_med_vln,115_a_med_nat,115_h_full_arsl,115_h_full_vln,115_h_full_nat,115_h_low_arsl,115_h_low_vln,115_h_low_nat,115_h_med_arsl,115_h_med_vln,115_h_med_nat,115_s_full_arsl,115_s_full_vln,115_s_full_nat,115_s_low_arsl,115_s_low_vln,115_s_low_nat,115_s_med_arsl,115_s_med_vln,115_s_med_nat,118_a_full_arsl,118_a_full_vln,118_a_full_nat,118_a_low_arsl,118_a_low_vln,118_a_low_nat,118_a_med_arsl,118_a_med_vln,118_a_med_nat,118_h_full_arsl,118_h_full_vln,118_h_full_nat,118_h_low_arsl,118_h_low_vln,118_h_low_nat,118_h_med_arsl,118_h_med_vln,118_h_med_nat,118_s_full_arsl,118_s_full_vln,118_s_full_nat,118_s_low_arsl,118_s_low_vln,118_s_low_nat,118_s_med_arsl,118_s_med_vln,118_s_med_nat,43_a_full_arsl,43_a_full_vln,43_a_full_nat,43_a_low_arsl,43_a_low_vln,43_a_low_nat,43_a_med_arsl,43_a_med_vln,43_a_med_nat,43_h_full_arsl,43_h_full_vln,43_h_full_nat,43_h_low_arsl,43_h_low_vln,43_h_low_nat,43_h_med_arsl,43_h_med_vln,43_h_med_nat,43_s_full_arsl,43_s_full_vln,43_s_full_nat,43_s_low_arsl,43_s_low_vln,43_s_low_nat,43_s_med_arsl,43_s_med_vln,43_s_med_nat,86_a_full_arsl,86_a_full_vln,86_a_full_nat,86_a_low_arsl,86_a_low_vln,86_a_low_nat,86_a_med_arsl,86_a_med_vln,86_a_med_nat,86_h_full_arsl,86_h_full_vln,86_h_full_nat,86_h_low_arsl,86_h_low_vln,86_h_low_nat,86_h_med_arsl,86_h_med_vln,86_h_med_nat,86_s_full_arsl,86_s_full_vln,86_s_full_nat,86_s_low_arsl,86_s_low_vln,86_s_low_nat,86_s_med_arsl,86_s_med_vln,86_s_med_nat,87_a_full_arsl,87_a_full_vln,87_a_full_nat,87_a_low_arsl,87_a_low_vln,87_a_low_nat,87_a_med_arsl,87_a_med_vln,87_a_med_nat,87_h_full_arsl,87_h_full_vln,87_h_full_nat,87_h_low_arsl,87_h_low_vln,87_h_low_nat,87_h_med_arsl,87_h_med_vln,87_h_med_nat,87_s_full_arsl,87_s_full_vln,87_s_full_nat,87_s_low_arsl,87_s_low_vln,87_s_low_nat,87_s_med_arsl,87_s_med_vln,87_s_med_nat,89_a_full_arsl,89_a_full_vln,89_a_full_nat,89_a_low_arsl,89_a_low_vln,89_a_low_nat,89_a_med_arsl,89_a_med_vln,89_a_med_nat,89_h_full_arsl,89_h_full_vln,89_h_full_nat,89_h_low_arsl,89_h_low_vln,89_h_low_nat,89_h_med_arsl,89_h_med_vln,89_h_med_nat,89_s_full_arsl,89_s_full_vln,89_s_full_nat,89_s_low_arsl,89_s_low_vln,89_s_low_nat,89_s_med_arsl,89_s_med_vln,89_s_med_nat,,,,,
11/8/18 11:31,11/8/18 12:03,0,23.121.140.115,100,1949,1,11/8/18 12:03,R_3kN6qcaBY5rX0Dh,,,,,35.2171936,-81.12519836,anonymous,EN,2,2,20,1,3,1,1,4,7,4,7,7,1,4,5,3,7,7,1,1,1,6,3,3,5,2,1,6,7,6,2,4,5,2,4,5,2,7,7,1,7,5,2,3,6,2,1,1,6,4,3,3,7,2,5,5,5,3,4,5,2,7,7,1,7,6,2,7,5,3,4,5,2,1,1,6,3,2,5,1,1,6,7,7,1,4,5,2,7,6,2,7,7,1,7,2,5,4,7,1,1,1,6,4,3,5,4,2,5,1,7,1,4,7,1,7,5,2,7,7,1,7,6,2,7,7,1,1,1,6,2,2,5,1,1,6,7,7,1,3,5,2,5,6,2,1,7,1,4,6,2,7,7,1,1,1,6,7,3,5,3,2,5,7,6,2,4,5,2,7,5,2,Qual1827-1101Morphs,5be480f1-434a-48cc-a86e-edce4b32141a,3296210,1,
11/8/18 12:07,11/8/18 12:19,0,67.135.148.188,100,718,1,11/8/18 12:19,R_Tq5RG7MfFxAWhgJ,,,,,38.95680237,-94.68319702,anonymous,EN,2,2,20,1,2,2,8,4,2,2,5,2,2,3,2,4,4,3,2,3,3,3,5,3,3,2,1,2,4,3,3,5,4,4,1,3,5,7,7,6,5,4,3,2,2,3,3,5,4,5,5,4,4,2,3,3,1,3,5,4,4,6,3,4,2,2,4,4,3,1,6,4,3,4,5,4,3,3,6,4,5,5,7,7,6,3,3,1,4,4,3,3,3,3,3,7,3,1,7,4,3,4,3,3,4,4,4,4,5,5,3,4,2,3,4,4,2,3,3,2,3,4,5,4,3,2,3,2,3,3,5,5,3,3,3,1,3,5,3,4,3,5,4,5,2,7,7,1,3,3,4,6,6,5,2,3,4,5,4,3,3,3,2,4,5,6,4,1,4,4,4,3,Qual1827-1101Morphs,5be48989-2e95-42e5-8c9c-e2b92fb3d149,3296210,1,
11/8/18 12:09,11/8/18 12:25,0,74.215.46.172,100,988,1,11/8/18 12:25,R_32XjlP41m9XpvzG,,,,,39.5151062,-84.39830017,anonymous,EN,2,2,52,2,4,1,1,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Qual1827-1101Morphs,5be489d1-8dba-4821-b1f6-14f33af2eddf,3296180,1,
11/8/18 11:19,11/8/18 12:27,0,50.4.193.60,100,4073,1,11/8/18 12:27,R_1d6t8viyOtZCN5b,,,,,42.55119324,-82.91670227,anonymous,EN,2,2,51,1,4,1,5,3,2,2,4,3,4,5,5,3,7,5,4,7,1,6,4,3,4,6,3,4,2,5,4,3,5,3,3,5,4,4,5,3,4,5,4,4,4,4,6,3,4,3,5,3,5,3,2,3,5,3,3,5,4,2,6,2,3,5,2,3,6,4,3,6,2,3,2,5,4,3,4,4,3,4,3,5,4,7,5,2,2,6,4,4,4,4,4,3,2,3,5,5,2,2,5,3,3,4,3,3,4,1,7,6,5,7,6,3,5,4,3,5,2,3,5,5,3,5,4,6,3,4,3,3,4,2,2,5,3,5,3,3,5,4,3,5,4,2,7,6,7,5,3,2,6,5,5,3,5,4,3,4,6,3,4,3,6,2,6,4,3,5,5,3,Qual1827-1101Morphs,5be47e36-79c7-4c63-8fc1-abae17a94be1,3296210,1,
11/8/18 12:14,11/8/18 12:36,0,174.81.50.18,100,1305,1,11/8/18 12:36,R_p3NHfRDy0AAPSql,,,,,33.88969421,-117.3042984,anonymous,EN,2,2,44,1,3,1,8,4,4,2,5,6,2,4,6,5,4,6,3,2,1,5,2,2,6,2,1,6,5,6,6,3,5,5,4,6,5,7,6,3,7,6,3,5,7,5,2,1,5,3,2,5,5,1,5,3,5,3,6,5,4,6,6,4,7,7,1,6,5,3,7,6,4,3,1,5,3,2,6,2,1,6,4,7,5,5,5,2,5,6,2,6,6,2,5,2,6,7,6,1,4,1,4,5,2,6,4,1,3,6,6,5,5,6,5,5,6,4,5,7,1,5,6,4,6,6,3,3,1,5,5,2,6,3,1,6,5,6,2,6,5,5,5,5,5,6,7,1,5,6,4,6,7,4,2,1,5,4,1,6,4,1,6,4,6,4,5,5,5,5,5,5,Qual1827-1101Morphs,5be48b22-4ba5-431d-a371-54ea506f93a8,3296210,1,
11/8/18 12:18,11/8/18 12:38,0,98.26.20.6,100,1165,1,11/8/18 12:38,R_3JeYYORuhQ7aRJB,,,,,35.91619873,-79.09989929,anonymous,EN,2,2,52,1,5,1,16,4,3,4,5,4,3,5,4,4,6,4,2,3,2,5,4,4,4,5,4,4,4,4,3,4,4,4,5,4,3,5,4,4,4,4,4,4,5,3,3,2,3,6,4,3,4,4,4,4,4,4,5,4,3,5,4,4,5,4,3,3,4,3,5,4,3,3,4,5,4,3,4,4,4,4,4,4,4,5,4,4,5,4,4,3,5,2,5,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,5,5,4,6,4,4,3,3,5,5,4,4,3,3,4,2,4,4,3,3,2,5,3,3,5,5,4,5,6,4,2,4,4,3,5,4,3,5,4,3,5,4,2,3,3,5,4,4,5,4,4,5,6,5,5,6,4,3,5,4,4,Qual1827-1101Morphs,5be48c08-2105-4f42-bd1c-48d347632e07,3296210,1,
11/8/18 12:01,11/8/18 12:42,0,74.128.85.67,100,2480,1,11/8/18 12:42,R_2yfQzlaHAoUAme2,,,,,38.99409485,-84.64199829,anonymous,EN,2,2,15,1,5,1,16,5,1,1,7,7,3,7,5,3,1,1,6,1,1,6,1,1,6,1,1,6,7,7,3,3,4,6,5,5,4,5,7,5,6,4,5,7,6,2,4,1,5,4,3,4,4,1,6,5,4,3,5,5,6,6,4,4,7,5,4,7,1,5,7,7,1,1,1,6,7,4,3,1,1,6,7,6,5,6,5,5,7,6,3,5,5,5,2,1,6,7,1,6,3,2,6,1,1,6,7,2,6,5,5,5,6,5,5,6,4,4,6,7,6,7,5,4,5,6,4,7,4,1,2,3,6,1,1,6,5,5,2,7,5,2,4,7,3,6,6,4,4,4,3,7,7,1,1,1,6,6,1,5,4,2,4,6,5,4,7,6,1,5,5,5,Qual1827-1101Morphs,5be48803-915a-4320-baa6-6661aaac3b05,3296210,1,
11/8/18 12:01,11/8/18 12:45,0,24.183.230.96,100,2658,1,11/8/18 12:45,R_2azOiyAndXcjw15,,,,,35.49580383,-86.08159637,anonymous,EN,2,2,53,2,3,1,2,3,4,4,4,7,2,4,5,3,4,5,2,4,2,5,4,3,5,4,3,5,4,6,4,4,5,5,4,5,3,4,6,5,4,4,3,4,5,4,3,2,5,4,3,5,4,1,5,4,4,5,4,5,5,4,6,5,4,6,2,4,5,4,4,6,5,4,1,5,3,2,3,4,2,5,4,6,5,4,5,4,4,6,5,4,7,5,4,2,5,4,6,3,3,1,6,4,2,5,3,1,6,3,5,3,4,5,4,4,5,5,4,7,5,4,5,5,4,6,4,4,2,5,4,3,5,4,2,5,4,5,4,4,5,3,3,5,3,4,7,2,4,6,5,4,6,5,4,2,5,4,3,5,3,2,5,4,6,5,5,5,5,4,5,5,Qual1827-1101Morphs,5be4880b-030a-41c7-8734-3bce7902c5c8,3296180,1,
11/8/18 12:36,11/8/18 12:48,0,24.227.234.122,100,730,1,11/8/18 12:48,R_1FaLaG9NqH3bNwK,,,,,30.50520325,-97.82029724,anonymous,EN,2,2,30,2,4,1,8,4,3,2,7,4,3,7,4,2,7,4,3,7,4,4,7,2,5,7,2,5,7,6,4,7,5,3,7,5,3,7,6,4,7,4,3,7,6,4,7,2,5,7,3,4,7,2,4,7,4,4,7,6,3,7,6,3,7,4,3,7,4,3,7,6,3,7,4,3,7,4,3,7,4,3,7,4,3,7,5,4,7,6,4,7,7,2,7,4,4,7,6,2,7,4,3,7,4,3,7,4,3,7,4,3,7,7,3,7,4,4,7,4,3,7,5,4,7,4,3,7,4,3,7,3,4,7,4,3,7,6,3,7,5,2,7,4,3,7,4,3,7,4,3,7,5,2,7,2,5,7,4,3,7,4,3,7,4,4,7,6,2,7,5,2,Qual1827-1101Morphs,5be49047-19d5-4b8e-a551-b70c7b676c9f,3296180,1,
11/8/18 12:40,11/8/18 12:54,0,70.115.9.61,100,841,1,11/8/18 12:54,R_3iQFGxctdK54u3Y,,,,,30.28179932,-94.21910095,anonymous,EN,2,2,17,1,4,1,8,5,1,1,7,6,3,3,3,3,7,6,3,3,2,5,3,3,6,2,2,5,7,7,6,3,5,3,4,3,5,7,7,1,4,5,2,6,5,2,5,4,3,4,4,4,7,6,3,7,7,1,4,5,3,7,7,1,7,3,1,7,5,4,7,7,1,3,3,3,7,7,1,7,7,1,5,4,3,6,4,1,7,7,3,7,4,3,4,3,3,7,7,6,4,4,3,7,4,3,3,3,3,7,4,5,7,7,1,4,4,2,7,7,1,7,7,1,7,6,1,4,3,4,4,5,4,4,4,3,7,7,1,6,4,3,5,5,2,7,7,3,7,7,1,5,6,4,4,3,3,5,3,3,3,3,5,6,4,3,5,5,1,7,7,1,Qual1827-1101Morphs,5be4911b-d39b-4e08-86f1-375d1dd58016,3296210,1,
11/8/18 12:32,11/8/18 12:56,0,96.18.89.178,100,1432,1,11/8/18 12:56,R_31izaUsPg1i8KXX,,,,,43.4750061,-112.0123978,anonymous,EN,2,2,49,1,5,1,4,3,4,3,3,6,3,3,5,3,2,6,2,2,2,5,2,2,5,3,3,5,3,6,5,3,5,4,2,6,5,3,6,4,3,5,3,3,4,3,2,2,5,7,4,4,3,3,4,3,5,3,3,5,4,2,7,5,2,6,2,3,5,5,2,6,2,2,2,5,3,3,4,3,3,3,2,7,5,3,5,4,2,6,5,4,4,3,4,4,3,3,6,4,2,2,5,3,3,4,2,2,5,2,6,5,2,6,5,3,6,5,3,6,2,3,5,3,3,5,3,2,2,5,3,3,4,2,2,5,2,6,5,3,5,4,3,6,4,2,6,2,3,5,4,3,6,3,2,2,4,3,2,4,3,2,5,3,5,4,3,5,3,2,6,5,Qual1827-1101Morphs,5be48f3f-3c49-467a-8f6d-b81c7ea8bda5,3296210,1,
11/8/18 12:50,11/8/18 13:03,0,76.171.160.135,100,745,1,11/8/18 13:03,R_3ek2OVyzfldBAKK,,,,,33.92179871,-118.1394958,anonymous,EN,2,2,6,1,2,4,3,5,3,1,7,7,6,6,6,1,4,2,5,3,1,6,1,1,6,1,1,6,7,7,1,5,4,3,7,5,2,4,2,5,7,7,2,7,7,2,4,1,3,1,1,6,1,1,6,7,7,1,4,4,3,4,2,6,7,7,6,7,6,2,7,7,1,1,2,5,3,1,5,4,1,5,7,7,1,3,2,5,4,5,2,7,7,1,1,1,6,7,7,1,1,1,6,1,1,6,1,1,5,7,7,1,7,6,2,7,7,1,7,6,5,7,7,1,7,7,1,1,1,6,1,1,6,5,1,5,5,5,5,6,6,1,7,6,1,7,7,1,5,5,2,7,7,1,1,1,6,2,1,5,1,1,6,7,7,1,6,6,3,6,6,3,Qual1827-1101Morphs,5be4938e-5b00-4a59-ac90-bae706dfa06b,3296210,1,
11/8/18 12:41,11/8/18 13:05,0,50.111.64.133,100,1475,1,11/8/18 13:06,R_3e8ka4bHQcbgbnb,,,,,35.68190002,-82.01799774,anonymous,EN,2,2,47,1,3,1,7,3,7,4,7,7,1,5,5,2,6,6,2,1,1,6,1,1,6,1,1,6,7,6,2,5,5,2,6,5,2,7,6,2,4,5,2,7,5,2,2,2,5,4,3,5,5,2,4,5,5,2,6,5,2,7,7,1,6,6,2,6,6,2,7,7,1,1,1,6,3,2,5,3,2,5,7,6,2,3,6,2,4,4,4,6,6,5,2,2,5,6,6,2,2,2,6,6,6,5,2,2,5,7,7,1,6,6,2,6,6,2,7,7,1,6,6,2,7,6,2,4,2,6,5,3,5,2,2,5,6,6,2,5,5,2,5,5,2,6,6,2,5,6,2,7,6,2,1,1,6,5,2,5,2,2,5,6,6,2,5,5,2,7,5,2,Qual1827-1101Morphs,5be4915f-58a8-45ed-9ec9-c642d1f7611a,3296210,1,
11/8/18 13:01,11/8/18 13:11,0,172.58.173.221,100,604,1,11/8/18 13:11,R_11jE7O4v7LFBP2z,,,,,28.00680542,-82.55599976,anonymous,EN,2,2,22,1,3,2,4,5,5,2,6,5,2,5,5,5,6,5,4,2,2,5,2,2,5,1,1,5,5,5,4,5,4,3,6,6,2,5,6,5,6,5,2,3,5,3,6,3,5,3,2,4,2,3,4,5,5,3,3,4,4,6,7,1,6,5,5,6,6,2,7,7,1,2,2,4,2,3,5,2,2,5,6,5,3,7,5,4,7,4,3,6,6,3,3,2,4,7,7,2,4,3,3,3,3,3,2,2,5,6,7,2,3,7,2,6,5,3,7,7,1,4,5,2,5,6,2,2,1,6,3,2,4,1,1,6,6,5,3,7,7,6,7,2,4,6,7,1,5,5,2,7,7,1,1,1,5,6,3,4,2,2,5,6,6,2,6,6,2,6,6,2,Qual1827-1101Morphs,5be4960b-4db8-4284-a2d5-7a766bac1330,3296210,1,
11/8/18 13:02,11/8/18 13:14,0,98.213.226.223,100,697,1,11/8/18 13:14,R_3L9R4lDtoVMhxx7,,,,,42.30099487,-89.08329773,anonymous,EN,2,2,7,1,3,2,3,2,3,3,4,3,2,3,2,4,3,4,5,2,4,1,6,6,6,1,3,2,3,2,1,4,3,4,4,2,3,2,5,2,4,1,3,4,3,3,4,5,3,7,3,3,2,1,3,2,3,3,4,3,3,4,2,4,3,3,3,2,3,3,3,4,2,4,3,1,5,2,3,3,3,5,3,1,3,2,2,3,4,4,6,3,2,4,3,2,3,3,3,5,1,5,1,5,5,5,2,3,5,6,3,2,6,3,4,5,3,5,3,1,2,3,4,2,3,3,4,2,2,3,3,2,2,2,3,5,5,2,4,3,2,4,2,3,2,5,2,4,3,6,1,4,2,3,5,4,2,3,2,3,5,6,3,2,2,1,2,3,2,4,2,4,Qual1827-1101Morphs,5be4964c-46b3-4f5b-9f6d-6d38a97c279f,3296210,1,
11/8/18 12:46,11/8/18 13:15,0,24.34.126.240,100,1706,1,11/8/18 13:15,R_1FlZ9B20vPnPGuU,,,,,41.67390442,-70.19490051,anonymous,EN,2,2,54,1,3,1,9,3,4,4,3,5,3,4,4,3,4,4,3,3,2,5,3,3,3,3,3,5,4,4,3,4,4,3,4,4,4,3,6,4,4,4,4,4,4,4,3,5,2,4,4,1,4,4,1,4,4,3,4,4,3,3,5,4,3,5,1,4,4,4,4,4,3,3,5,3,4,5,4,4,4,4,4,4,3,4,4,3,3,5,4,4,4,3,4,3,4,3,5,3,3,3,5,5,5,3,3,3,5,2,6,2,3,5,4,3,5,4,3,6,5,4,4,3,3,5,3,3,3,5,4,4,3,3,3,5,4,4,1,4,4,3,4,4,3,4,4,3,4,4,3,3,5,4,3,3,3,4,4,2,3,3,5,3,5,2,4,4,2,4,4,3,Qual1827-1101Morphs,5be49293-9cd5-4fa0-aa43-55fcefd50c27,3296210,1,
11/8/18 12:42,11/8/18 13:15,0,73.9.86.217,100,1979,1,11/8/18 13:15,R_31ZSC1Ig9hyFLEx,,,,,41.97189331,-87.66239929,anonymous,EN,2,2,49,1,4,1,1,3,4,4,4,5,5,7,4,5,5,5,5,7,4,5,6,3,5,4,2,5,4,5,5,6,5,5,7,4,5,7,4,5,6,5,5,3,5,5,3,2,5,5,3,5,5,3,5,6,5,5,5,5,5,5,5,5,3,6,4,5,5,5,5,5,5,7,4,5,7,4,5,4,3,5,3,6,3,6,4,5,4,6,5,4,5,5,7,4,5,4,6,3,3,2,5,5,3,5,4,2,5,7,4,5,7,4,5,3,6,5,4,6,3,4,5,5,4,6,4,4,2,5,5,3,5,6,3,5,7,4,5,6,5,5,5,5,5,7,4,5,6,5,5,4,5,5,4,2,5,5,2,5,4,2,5,3,6,4,6,5,5,5,5,5,Qual1827-1101Morphs,5be49190-03b2-4c52-b6cb-4cf6db421021,3296210,1,
11/8/18 12:47,11/8/18 13:16,0,72.82.235.73,100,1742,1,11/8/18 13:16,R_31cGuNwaFhc0Gj0,,,,,40.26690674,-74.52500153,anonymous,EN,2,2,51,1,4,1,16,3,7,1,4,5,2,5,4,2,5,5,1,2,2,6,3,3,3,3,2,6,3,6,5,3,5,5,4,4,2,3,5,5,4,4,3,5,4,4,3,3,4,3,3,5,3,3,3,5,5,1,4,4,3,4,4,3,4,4,2,5,4,4,5,4,2,3,4,3,5,4,3,3,3,3,3,5,5,6,5,4,5,5,4,4,4,2,5,5,2,7,4,1,1,1,6,3,2,6,2,3,5,3,4,2,3,6,6,3,5,3,5,5,2,5,5,2,6,5,1,3,3,5,4,3,5,3,2,5,6,5,1,5,5,2,4,4,3,5,4,1,6,4,1,5,4,6,3,3,5,3,3,3,3,3,5,5,4,2,7,4,2,4,4,3,Qual1827-1101Morphs,5be492e0-d535-4409-bc1a-6ff559af0f8b,3296210,1,
11/8/18 12:55,11/8/18 13:18,0,99.182.39.204,100,1365,1,11/8/18 13:18,R_1nN2dOGinSOmdJA,,,,,29.69839478,-95.54049683,anonymous,EN,2,2,25,1,2,1,1,3,3,4,4,4,5,5,5,2,1,3,3,4,4,4,4,4,5,2,2,5,1,4,3,4,4,2,2,4,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,2,3,4,2,4,4,5,4,4,5,3,4,3,2,6,1,4,4,5,4,4,5,3,4,5,2,4,2,4,4,4,2,4,5,4,4,3,3,4,4,1,6,4,3,4,5,4,4,3,4,4,5,4,4,5,4,4,5,4,4,5,6,5,2,3,4,2,1,4,5,4,4,5,4,4,5,3,4,5,4,4,3,4,4,4,4,4,5,1,3,5,3,4,4,2,5,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,1,4,3,5,4,5,4,4,5,Qual1827-1101Morphs,5be4949e-c566-4011-a0a3-76966b573f22,3296210,1,
11/8/18 13:04,11/8/18 13:18,0,65.88.88.125,100,863,1,11/8/18 13:18,R_3NyzMnmYZS9Qr1p,,,,,40.77630615,-73.95290375,anonymous,EN,2,2,44,1,2,1,4,4,7,4,3,6,5,4,5,2,4,6,2,3,2,5,3,3,5,3,2,5,4,5,4,7,5,5,4,5,2,4,5,3,4,5,2,4,5,2,3,2,5,3,2,3,3,2,5,5,4,3,7,4,3,4,5,3,4,6,2,4,5,2,5,6,1,2,1,6,3,3,3,3,3,3,5,6,4,6,5,3,5,5,3,4,4,2,4,3,3,7,4,2,3,2,5,3,2,6,2,2,5,3,6,5,4,6,3,4,5,5,4,6,4,4,5,2,4,6,2,3,2,5,3,2,5,3,3,3,4,6,4,5,5,3,4,6,3,4,6,2,4,6,4,4,6,2,2,1,6,3,2,5,3,2,5,4,5,2,4,5,4,4,5,3,Qual1827-1101Morphs,5be496b0-174a-4a6b-9b16-cb97d343eb87,3296210,1,
11/8/18 13:01,11/8/18 13:20,0,107.192.136.6,100,1106,1,11/8/18 13:20,R_3j1VSxaVHKEzgxd,,,,,41.55439758,-87.50109863,anonymous,EN,2,2,50,1,3,1,4,3,5,4,6,5,2,6,6,2,6,6,2,2,3,5,3,3,4,2,3,5,6,6,2,6,5,2,6,6,2,6,6,2,6,5,2,6,6,2,2,3,5,3,4,4,2,2,5,6,6,2,5,6,2,6,2,2,6,5,2,5,6,2,6,5,2,3,3,4,2,4,5,2,3,5,6,5,2,6,5,2,6,3,2,6,5,2,3,3,5,6,6,2,2,2,5,3,3,4,3,2,3,6,6,2,6,5,2,6,5,2,7,6,2,6,6,2,5,6,2,3,2,5,4,3,5,2,3,5,5,5,2,6,5,2,6,6,2,6,5,2,4,4,3,6,5,2,2,2,5,3,3,5,2,3,5,6,6,2,6,5,2,6,5,2,Qual1827-1101Morphs,5be49624-9500-49db-bfa1-5133ab5079a7,3296210,1,
11/8/18 13:01,11/8/18 13:21,0,107.77.202.58,100,1217,1,11/8/18 13:21,R_3fotonX3AgQxId8,,,,,38.99960327,-76.88400269,anonymous,EN,2,2,22,1,4,1,7,4,2,2,7,7,2,4,4,5,6,6,2,1,1,6,3,3,2,1,1,6,6,6,2,4,4,3,7,4,2,7,7,2,7,7,2,7,5,5,2,3,2,1,1,6,6,6,1,7,7,6,7,7,5,7,7,3,5,6,3,6,7,2,7,6,5,1,1,2,2,1,5,3,2,5,6,6,2,7,7,1,7,6,2,7,7,2,1,1,6,7,7,6,2,6,5,1,1,6,1,1,5,4,3,5,6,6,3,6,6,3,6,6,2,7,7,2,7,7,3,3,2,5,5,4,1,1,2,5,6,7,5,7,6,5,6,7,2,7,7,2,7,7,6,7,7,5,1,1,6,1,1,5,3,1,5,5,7,1,5,4,3,5,5,3,Qual1827-1101Morphs,5be49606-f324-44bb-9f33-dbf42fcd84bf,3296210,1,
11/8/18 13:10,11/8/18 13:22,0,208.123.234.244,100,730,1,11/8/18 13:22,R_ABQE8D5PaXy7Jtv,,,,,41.46879578,-90.1710968,anonymous,EN,2,2,38,1,2,1,5,4,4,4,4,5,1,4,5,3,4,4,3,3,1,6,3,2,6,3,2,5,4,4,2,3,4,4,3,4,3,4,5,3,4,5,4,3,5,3,3,2,5,4,3,5,3,2,5,3,5,4,3,5,3,4,5,3,4,4,2,4,4,2,4,4,2,3,2,5,4,3,5,3,2,5,3,5,5,4,5,3,4,5,3,4,5,1,3,3,5,3,4,1,3,1,6,4,3,5,2,1,6,4,6,4,4,5,4,4,5,5,4,5,1,3,6,2,4,5,1,3,2,5,3,2,6,4,3,5,4,5,2,5,4,2,4,5,2,3,6,1,4,5,1,4,6,1,3,2,5,4,3,6,2,2,6,4,6,1,4,3,3,5,5,2,Qual1827-1101Morphs,5be49830-5635-45d3-a633-390cef29efa9,3296210,1,
11/8/18 12:55,11/8/18 13:26,0,108.203.196.246,100,1887,1,11/8/18 13:26,R_yQLJi5NUS4UVYQx,,,,,30.45899963,-90.90270233,anonymous,EN,2,2,57,1,4,1,7,4,7,7,7,5,2,7,5,4,7,5,4,5,2,3,6,3,4,6,2,3,6,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,5,2,2,7,3,4,6,2,3,7,3,4,7,5,4,7,4,4,6,6,3,7,5,4,7,5,4,6,2,3,7,3,4,6,2,3,7,5,4,7,3,4,7,3,4,6,6,3,6,3,5,6,6,2,6,2,2,7,3,4,6,2,3,6,6,2,6,5,4,6,6,3,7,5,3,7,4,3,5,6,3,6,3,4,7,3,4,6,2,3,6,6,3,7,5,4,7,5,4,6,6,3,7,5,3,7,5,4,6,2,3,6,2,4,6,2,3,7,5,4,7,5,4,7,5,4,Qual1827-1101Morphs,5be49494-1c4e-457a-bf02-b912acd7c9a9,3296210,1,
11/8/18 13:09,11/8/18 13:31,0,104.55.190.238,100,1292,1,11/8/18 13:31,R_ANCX59cbmoH8FCp,,,,,27.63490295,-97.31030273,anonymous,EN,2,2,40,1,2,1,5,3,4,4,5,6,5,3,6,5,4,6,5,2,2,5,3,3,5,2,1,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,2,2,4,4,3,3,3,2,5,3,5,5,4,5,4,7,7,5,7,6,3,3,6,4,4,5,5,3,2,5,3,2,5,4,2,6,5,6,4,5,5,4,6,7,4,5,6,5,3,3,5,4,6,5,2,1,5,3,3,5,3,2,3,6,6,5,4,5,5,3,7,6,3,7,5,4,6,4,2,7,6,3,2,4,3,3,4,3,3,5,5,6,5,4,5,5,5,5,5,4,7,4,3,6,5,4,6,4,3,1,6,3,2,5,3,2,5,3,6,4,4,4,5,5,5,5,Qual1827-1101Morphs,5be497e9-d6e1-4a61-b3b5-7ec64f6692bc,3296210,1,
